invoice_id,invoice_text,customer_feedback,sentiment
INV-143,"Invoice No: INV-143 | Date: 2026-03-18 | From: CloudMinds India Pvt Ltd | To: Rao SaaS Platform, Bangalore | Items: 1x Kubernetes Cluster Setup @Rs.250000 | Subtotal: Rs.250000 | GST (18%): Rs.45000 | Total: Rs.295000 | Payment Due: 2026-04-18","Cluster is deployed and running. CloudMinds India provided documentation for management. Initial performance metrics look good.",neutral
INV-144,"Invoice No: INV-144 | Date: 2025-10-28 | From: Freshworks Software | To: Nair Digital Agency, Mumbai | Items: 10x Freshteam HR License (Annual) @Rs.7000 | Subtotal: Rs.70000 | GST (18%): Rs.12600 | Total: Rs.82600 | Payment Due: 2025-11-28","Freshteam has simplified our entire recruitment pipeline. The applicant tracking system is excellent and the onboarding module saves HR hours of paperwork. Brilliant product.",positive
INV-145,"Invoice No: INV-145 | Date: 2025-08-30 | From: Micromax Distribution | To: Kumar Phone Bazaar, Patna | Items: 10x Micromax Car Charger @Rs.200 | Subtotal: Rs.2000 | GST (18%): Rs.360 | Total: Rs.2360 | Payment Due: 2025-09-30","Chargers overheat and one nearly melted in a customer's car. This is a serious safety hazard. Micromax Distribution needs to recall these immediately.",negative
INV-146,"Invoice No: INV-146 | Date: 2026-01-18 | From: Zoho Enterprise Solutions | To: Agrawal Fintech, Mumbai | Items: 3x Zoho Invoice License (Annual) @Rs.5000 | Subtotal: Rs.15000 | GST (18%): Rs.2700 | Total: Rs.17700 | Payment Due: 2026-02-18","Zoho Invoice generates professional invoices with our branding. Automatic payment reminders have improved our collection rate. The GST calculation feature is particularly handy.",positive
INV-147,"Invoice No: INV-147 | Date: 2025-12-08 | From: Amazon Business India | To: Bhat Computer Store, Srinagar | Items: 5x Laptop Stand Aluminum @Rs.2500 | Subtotal: Rs.12500 | GST (18%): Rs.2250 | Total: Rs.14750 | Payment Due: 2026-01-08","Laptop stands are lightweight yet sturdy. The aluminum finish looks premium on office desks. Height is fixed but comfortable for most users.",neutral
INV-148,"Invoice No: INV-148 | Date: 2025-06-18 | From: Bharat Electronics Ltd | To: Jha Security World, Patna | Items: 3x Access Control System @Rs.35000 | Subtotal: Rs.105000 | GST (18%): Rs.18900 | Total: Rs.123900 | Payment Due: 2025-07-18","Card reader malfunctioned repeatedly in the first week. The access control software crashes on Windows 11. Bharat Electronics needs to update their software compatibility.",negative
INV-149,"Invoice No: INV-149 | Date: 2026-02-10 | From: Reliance Digital Wholesale | To: Meena Electronics, Jaipur | Items: 10x Amazfit Band 7 @Rs.2500 | Subtotal: Rs.25000 | GST (18%): Rs.4500 | Total: Rs.29500 | Payment Due: 2026-03-10","Heart rate sensor gives wildly inaccurate readings. Step counter inflates counts by 40%. Amazfit bands from Reliance Digital are unreliable fitness trackers.",negative
INV-150,"Invoice No: INV-150 | Date: 2025-09-08 | From: TechNova Solutions Pvt Ltd | To: Choudhary Network Solutions, Jodhpur | Items: 2x WiFi Mesh System 3-pack @Rs.12000 | Subtotal: Rs.24000 | GST (18%): Rs.4320 | Total: Rs.28320 | Payment Due: 2025-10-08","Mesh WiFi system covers our entire 3000 sq ft office without dead zones. Setup app is intuitive and the handoff between nodes is seamless. TechNova recommended the perfect product.",positive
INV-151,"Invoice No: INV-151 | Date: 2025-11-20 | From: Flipkart Wholesale | To: Rani Electronics, Agra | Items: 20x USB LED Light Strip 5m @Rs.400 | Subtotal: Rs.8000 | GST (18%): Rs.1440 | Total: Rs.9440 | Payment Due: 2025-12-20","LED strips are bright and the adhesive sticks well. Color options are limited compared to advertised. Acceptable product for the price.",neutral
INV-152,"Invoice No: INV-152 | Date: 2025-07-08 | From: DataServe Technologies | To: Mistry IT Solutions, Ahmedabad | Items: 5x KVM Switch 4-port @Rs.4500 | Subtotal: Rs.22500 | GST (18%): Rs.4050 | Total: Rs.26550 | Payment Due: 2025-08-08","KVM switch has input lag when switching between computers. The hotkey combination is awkward. DataServe Technologies should test these products more thoroughly before selling.",negative
INV-153,"Invoice No: INV-153 | Date: 2026-03-28 | From: Wipro Peripherals | To: Kashyap IT Hub, Lucknow | Items: 8x Ergonomic Office Chair Cushion @Rs.1200 | Subtotal: Rs.9600 | GST (18%): Rs.1728 | Total: Rs.11328 | Payment Due: 2026-04-28","Chair cushions provide good lumbar support. Material is breathable. Our team members who use them report less back pain. Good ergonomic investment.",positive
INV-154,"Invoice No: INV-154 | Date: 2025-10-15 | From: HCL Digital Store | To: Rana Print House, Dehradun | Items: 10x Ink Cartridge Set (CMYK) @Rs.1500 | Subtotal: Rs.15000 | GST (18%): Rs.2700 | Total: Rs.17700 | Payment Due: 2025-11-15","Ink cartridges are compatible and print quality is satisfactory. Color reproduction is close to OEM cartridges. Reasonable alternative at this price point.",neutral
INV-155,"Invoice No: INV-155 | Date: 2025-08-05 | From: Infosys BPO Supplies | To: Ghate Office Products, Nashik | Items: 15x Magnetic Whiteboard 4x3ft @Rs.2500 | Subtotal: Rs.37500 | GST (18%): Rs.6750 | Total: Rs.44250 | Payment Due: 2025-09-05","Whiteboard surface started peeling within 2 weeks. Magnets don't stick properly. Infosys BPO Supplies should stop selling these low-quality boards. Complete disappointment.",negative
INV-156,"Invoice No: INV-156 | Date: 2026-01-30 | From: Zoho Enterprise Solutions | To: Menon Legal Tech, Kochi | Items: 4x Zoho Sign License (Annual) @Rs.8000 | Subtotal: Rs.32000 | GST (18%): Rs.5760 | Total: Rs.37760 | Payment Due: 2026-02-28","Zoho Sign has made our contract management paperless. Legal validity of e-signatures is well-documented. Our clients find the signing process smooth and professional.",positive
INV-157,"Invoice No: INV-157 | Date: 2025-12-18 | From: CloudMinds India Pvt Ltd | To: Sethi E-commerce, Amritsar | Items: 1x Load Balancer Setup @Rs.80000 | Subtotal: Rs.80000 | GST (18%): Rs.14400 | Total: Rs.94400 | Payment Due: 2026-01-18","Load balancer configuration was done remotely. Initial testing shows traffic distribution is working correctly. CloudMinds provided basic monitoring setup.",neutral
INV-158,"Invoice No: INV-158 | Date: 2025-06-22 | From: Tata Consultancy Peripherals | To: Biswas Tech World, Kolkata | Items: 5x Acer Chromebook @Rs.22000 | Subtotal: Rs.110000 | GST (18%): Rs.19800 | Total: Rs.129800 | Payment Due: 2025-07-22","Chromebooks are perfect for our staff who primarily use web-based tools. Boot time is under 10 seconds and battery lasts all day. Tata Consultancy provided excellent bulk pricing.",positive
INV-159,"Invoice No: INV-159 | Date: 2026-02-22 | From: Amazon Business India | To: Walia Electronics, Patiala | Items: 6x Smart Plug WiFi @Rs.800 | Subtotal: Rs.4800 | GST (18%): Rs.864 | Total: Rs.5664 | Payment Due: 2026-03-22","Smart plugs randomly disconnect from WiFi. The scheduling feature is unreliable. For IoT devices, stable connectivity is non-negotiable. These failed that basic requirement.",negative
INV-160,"Invoice No: INV-160 | Date: 2025-09-18 | From: Flipkart Wholesale | To: Dey Electronics, Kolkata | Items: 5x Google Nest Mini @Rs.3500 | Subtotal: Rs.17500 | GST (18%): Rs.3150 | Total: Rs.20650 | Payment Due: 2025-10-18","Nest Minis arrived well-packed. Sound quality is impressive for the size. Easy to set up. Customers are buying them as gifts.",positive
INV-161,"Invoice No: INV-161 | Date: 2025-11-08 | From: Bharat Electronics Ltd | To: Malhotra Power, Delhi | Items: 5x Inverter 2KVA @Rs.12000 | Subtotal: Rs.60000 | GST (18%): Rs.10800 | Total: Rs.70800 | Payment Due: 2025-12-08","Inverters provide clean power output. Changeover time is fast enough that computers don't restart. Bharat Electronics inverters are reliable.",neutral
INV-162,"Invoice No: INV-162 | Date: 2025-07-25 | From: DataServe Technologies | To: Pawar Networks, Pune | Items: 1x Managed Firewall Service (Annual) @Rs.96000 | Subtotal: Rs.96000 | GST (18%): Rs.17280 | Total: Rs.113280 | Payment Due: 2025-08-25","DataServe's managed firewall has blocked multiple intrusion attempts. Their SOC team sends detailed weekly reports. Security posture has improved significantly since deployment.",positive
INV-163,"Invoice No: INV-163 | Date: 2026-03-15 | From: Reliance Digital Wholesale | To: Jain Mobile Centre, Indore | Items: 8x OnePlus Nord CE4 @Rs.24000 | Subtotal: Rs.192000 | GST (18%): Rs.34560 | Total: Rs.226560 | Payment Due: 2026-04-15","One phone had a scratched screen out of the box. Reliance Digital Wholesale customer support took 8 days to respond to our complaint. Unacceptable for a business supplier.",negative
INV-164,"Invoice No: INV-164 | Date: 2025-10-22 | From: TechNova Solutions Pvt Ltd | To: Thapa Computer Hub, Gangtok | Items: 3x Thermal Printer 80mm @Rs.8000, 10x Thermal Roll @Rs.150 | Subtotal: Rs.25500 | GST (18%): Rs.4590 | Total: Rs.30090 | Payment Due: 2025-11-22","Thermal printers are fast and receipt quality is clear. TechNova included extra thermal rolls as a bonus. Printing speed is exactly what our billing counter needed.",positive
INV-165,"Invoice No: INV-165 | Date: 2025-08-15 | From: Wipro Peripherals | To: Sharma Tech Zone, Jaipur | Items: 4x Graphic Tablet 10x6 @Rs.5500 | Subtotal: Rs.22000 | GST (18%): Rs.3960 | Total: Rs.25960 | Payment Due: 2025-09-15","Graphic tablets have good pressure sensitivity. The drawing surface feels natural. Pen tilt detection works well with Photoshop. Our design team is happy.",neutral
INV-166,"Invoice No: INV-166 | Date: 2026-01-08 | From: Freshworks Software | To: Kulkarni SaaS, Pune | Items: 8x Freshconnect License (Annual) @Rs.4000 | Subtotal: Rs.32000 | GST (18%): Rs.5760 | Total: Rs.37760 | Payment Due: 2026-02-08","Freshconnect facilitates team collaboration effectively. The integration with other Freshworks products creates a unified workflow. File sharing and threaded discussions work seamlessly.",positive
INV-167,"Invoice No: INV-167 | Date: 2025-12-22 | From: HCL Digital Store | To: Sengupta Computers, Kolkata | Items: 3x Barcode Scanner Wireless @Rs.6000 | Subtotal: Rs.18000 | GST (18%): Rs.3240 | Total: Rs.21240 | Payment Due: 2026-01-22","Barcode scanners failed to read damaged or slightly bent barcodes. The wireless range is only 5 meters despite claiming 10 meters. HCL should update their specifications honestly.",negative
INV-168,"Invoice No: INV-168 | Date: 2025-06-30 | From: Zoho Enterprise Solutions | To: Reddy Accounting Firm, Hyderabad | Items: 6x Zoho Expense License (Annual) @Rs.4000 | Subtotal: Rs.24000 | GST (18%): Rs.4320 | Total: Rs.28320 | Payment Due: 2025-07-30","Receipt scanning with OCR works accurately. Expense categorization saves time. Approval workflows are customizable. Zoho Expense has made reimbursements painless for our team.",positive
INV-169,"Invoice No: INV-169 | Date: 2026-02-05 | From: Amazon Business India | To: Bhatia Office Automation, Gurgaon | Items: 4x Label Printer @Rs.5000, 10x Label Roll @Rs.300 | Subtotal: Rs.23000 | GST (18%): Rs.4140 | Total: Rs.27140 | Payment Due: 2026-03-05","Label printers produce clear text and barcodes. Roll replacement is simple. Adequate for our warehouse labeling needs.",neutral
INV-170,"Invoice No: INV-170 | Date: 2025-09-02 | From: CloudMinds India Pvt Ltd | To: Namboodiri Tech, Trivandrum | Items: 1x Database Migration Service @Rs.180000 | Subtotal: Rs.180000 | GST (18%): Rs.32400 | Total: Rs.212400 | Payment Due: 2025-10-02","CloudMinds India migrated our 500GB database with zero data loss. The entire process was completed over a weekend as planned. Their DBA team is highly competent. Excellent service!",positive
INV-171,"Invoice No: INV-171 | Date: 2025-11-25 | From: Flipkart Wholesale | To: Joshi Mobile Mart, Nagpur | Items: 12x Tempered Glass iPhone 15 @Rs.250, 12x Clear Case iPhone 15 @Rs.300 | Subtotal: Rs.6600 | GST (18%): Rs.1188 | Total: Rs.7788 | Payment Due: 2025-12-25","Tempered glass doesn't align with the iPhone 15 camera cutout. Cases turn yellow within a week. Flipkart Wholesale's phone accessories are cheap knockoffs.",negative
INV-172,"Invoice No: INV-172 | Date: 2025-07-12 | From: Infosys BPO Supplies | To: Kapur Stationery House, Delhi | Items: 30x Presentation Folder @Rs.45, 20x Document Binder @Rs.180 | Subtotal: Rs.4950 | GST (18%): Rs.891 | Total: Rs.5841 | Payment Due: 2025-08-12","Folder pockets ripped when inserting standard A4 documents. Binder ring mechanisms are jammed on 8 out of 20 units. Infosys BPO Supplies quality has really gone downhill.",negative
INV-173,"Invoice No: INV-173 | Date: 2026-03-22 | From: Micromax Distribution | To: Tiwari Telecom, Bhopal | Items: 20x Micromax Power Bank 5000mAh @Rs.500 | Subtotal: Rs.10000 | GST (18%): Rs.1800 | Total: Rs.11800 | Payment Due: 2026-04-22","Actual capacity is nowhere near 5000mAh. Can barely charge a phone once. Micromax is deceiving customers with inflated specifications. Returning entire batch.",negative
INV-174,"Invoice No: INV-174 | Date: 2025-10-05 | From: Tata Consultancy Peripherals | To: Das Computer Center, Guwahati | Items: 6x Microsoft Surface Mouse @Rs.3000 | Subtotal: Rs.18000 | GST (18%): Rs.3240 | Total: Rs.21240 | Payment Due: 2025-11-05","Surface mice are sleek and ergonomic. Bluetooth connectivity is stable. The scroll wheel is buttery smooth. Premium feel at a reasonable price point.",positive
INV-175,"Invoice No: INV-175 | Date: 2025-08-20 | From: Bharat Electronics Ltd | To: Verma Electrical, Kanpur | Items: 10x LED Panel Light 40W @Rs.1500 | Subtotal: Rs.15000 | GST (18%): Rs.2700 | Total: Rs.17700 | Payment Due: 2025-09-20","LED panels provide uniform lighting. Color temperature is consistent across all units. Energy savings compared to tube lights are noticeable.",neutral
INV-176,"Invoice No: INV-176 | Date: 2026-01-15 | From: DataServe Technologies | To: Hegde Server Room, Mangalore | Items: 2x Server PDU 16A @Rs.12000 | Subtotal: Rs.24000 | GST (18%): Rs.4320 | Total: Rs.28320 | Payment Due: 2026-02-15","PDUs are well-built with individual circuit breakers. Metered output helps us monitor power consumption per rack unit. DataServe Technologies delivers enterprise-quality products.",positive
INV-177,"Invoice No: INV-177 | Date: 2025-12-28 | From: Reliance Digital Wholesale | To: Rawat Audio Visual, Dehradun | Items: 3x LG 55-inch Smart TV @Rs.48000 | Subtotal: Rs.144000 | GST (18%): Rs.25920 | Total: Rs.169920 | Payment Due: 2026-01-28","One TV had a stuck pixel cluster visible on white backgrounds. Reliance Digital said it's within acceptable limits per LG policy. Paying Rs.48000 for a defective display is not acceptable.",negative
INV-178,"Invoice No: INV-178 | Date: 2025-06-12 | From: Wipro Peripherals | To: Iyer Tech Solutions, Chennai | Items: 10x Laptop Sleeve 14in @Rs.600 | Subtotal: Rs.6000 | GST (18%): Rs.1080 | Total: Rs.7080 | Payment Due: 2025-07-12","Laptop sleeves started tearing at the seams after just one week. Zipper broke on 4 units. Wipro Peripherals should not sell such poorly stitched products at Rs.600 each.",negative
INV-179,"Invoice No: INV-179 | Date: 2026-02-18 | From: HCL Digital Store | To: Sharma Print Solutions, Jaipur | Items: 5x Paper Shredder Cross-Cut @Rs.8000 | Subtotal: Rs.40000 | GST (18%): Rs.7200 | Total: Rs.47200 | Payment Due: 2026-03-18","Shredders handle 8-10 sheets at a time as specified. Cross-cut provides adequate security. Motor is a bit loud but acceptable.",neutral
INV-180,"Invoice No: INV-180 | Date: 2025-09-28 | From: Flipkart Wholesale | To: Mishra Gadget Hub, Lucknow | Items: 10x Portronics Sound Drum @Rs.1200 | Subtotal: Rs.12000 | GST (18%): Rs.2160 | Total: Rs.14160 | Payment Due: 2025-10-28","Portronics speakers deliver surprisingly good sound for the price. Waterproof feature is a great selling point. Customers love the color options. Fast-moving product in our store.",positive
INV-181,"Invoice No: INV-181 | Date: 2025-11-12 | From: CloudMinds India Pvt Ltd | To: Banerjee Startups, Kolkata | Items: 1x Startup Hosting Package @Rs.36000 | Subtotal: Rs.36000 | GST (18%): Rs.6480 | Total: Rs.42480 | Payment Due: 2025-12-12","Server went down twice during our product launch. CloudMinds India's startup package clearly uses oversold shared servers. Cost us potential revenue and customer trust. Moving to AWS.",negative
INV-182,"Invoice No: INV-182 | Date: 2025-07-20 | From: Freshworks Software | To: Sood Customer Service, Shimla | Items: 6x Freshcaller License (Annual) @Rs.10000 | Subtotal: Rs.60000 | GST (18%): Rs.10800 | Total: Rs.70800 | Payment Due: 2025-08-20","Freshcaller's IVR setup was straightforward and call routing works perfectly. Call recording feature is valuable for training. Our customer service NPS improved by 25 points.",positive
INV-183,"Invoice No: INV-183 | Date: 2026-03-08 | From: TechNova Solutions Pvt Ltd | To: Patel Computer Bazaar, Surat | Items: 20x Webcam Cover Slide @Rs.50, 20x Cable Protector @Rs.100 | Subtotal: Rs.3000 | GST (18%): Rs.540 | Total: Rs.3540 | Payment Due: 2026-04-08","Small accessories that do their job. Webcam covers slide smoothly. Cable protectors prevent fraying. Basic but useful items from TechNova.",neutral
INV-184,"Invoice No: INV-184 | Date: 2025-10-18 | From: Amazon Business India | To: Oberoi Systems, Chandigarh | Items: 3x Logitech Conference Camera @Rs.45000 | Subtotal: Rs.135000 | GST (18%): Rs.24300 | Total: Rs.159300 | Payment Due: 2025-11-18","Logitech conference cameras transformed our meeting rooms. 4K video, AI framing, and crystal-clear audio make remote participants feel present. Worth every rupee for hybrid workplaces.",positive
INV-185,"Invoice No: INV-185 | Date: 2025-08-08 | From: Zoho Enterprise Solutions | To: Kumar Logistics, Chennai | Items: 5x Zoho Fleet License (Annual) @Rs.12000 | Subtotal: Rs.60000 | GST (18%): Rs.10800 | Total: Rs.70800 | Payment Due: 2025-09-08","GPS tracking is delayed by 5-10 minutes making real-time tracking useless. Zoho Fleet needs significant improvement in location accuracy and refresh rates. Not ready for logistics operations.",negative
INV-186,"Invoice No: INV-186 | Date: 2026-01-22 | From: DataServe Technologies | To: Singh Data Solutions, Delhi | Items: 4x External RAID Enclosure @Rs.18000 | Subtotal: Rs.72000 | GST (18%): Rs.12960 | Total: Rs.84960 | Payment Due: 2026-02-22","RAID enclosures are solidly built with good airflow. Drive insertion mechanism is tool-free. DataServe included detailed RAID configuration instructions.",neutral
INV-187,"Invoice No: INV-187 | Date: 2025-12-15 | From: Bharat Electronics Ltd | To: Garg Electrical, Bareilly | Items: 6x Smart Switch WiFi @Rs.1200 | Subtotal: Rs.7200 | GST (18%): Rs.1296 | Total: Rs.8496 | Payment Due: 2026-01-15","Smart switches from Bharat Electronics integrate seamlessly with Google Home. The physical switch still works during WiFi outages. Installation was simple with standard wiring.",positive
INV-188,"Invoice No: INV-188 | Date: 2025-06-25 | From: Wipro Peripherals | To: Chatterjee IT Center, Kolkata | Items: 4x Wireless Presenter Laser @Rs.2000 | Subtotal: Rs.8000 | GST (18%): Rs.1440 | Total: Rs.9440 | Payment Due: 2025-07-25","Laser doesn't work from more than 3 meters in bright rooms. Range is severely limited compared to what's advertised. Wipro Peripherals presenters are overpriced for what they deliver.",negative
INV-189,"Invoice No: INV-189 | Date: 2026-02-12 | From: Reliance Digital Wholesale | To: Sharma Home Appliances, Mumbai | Items: 5x Amazon Echo Dot 5th Gen @Rs.4500 | Subtotal: Rs.22500 | GST (18%): Rs.4050 | Total: Rs.26550 | Payment Due: 2026-03-12","Echo Dots are popular gift items. Sound quality has improved from previous generation. Customers find Alexa increasingly useful. Good seller in our showroom.",positive
INV-190,"Invoice No: INV-190 | Date: 2025-09-22 | From: HCL Digital Store | To: Goswami Office Automation, Indore | Items: 2x Binding Machine @Rs.6000 | Subtotal: Rs.12000 | GST (18%): Rs.2160 | Total: Rs.14160 | Payment Due: 2025-10-22","Binding machines handle up to 200 sheets as specified. The punch mechanism is smooth. Adequate for our document binding needs in the office.",neutral
INV-191,"Invoice No: INV-191 | Date: 2025-11-18 | From: Flipkart Wholesale | To: Pandey Electronics Hub, Varanasi | Items: 8x Noise ColorFit Pro 5 @Rs.4000 | Subtotal: Rs.32000 | GST (18%): Rs.5760 | Total: Rs.37760 | Payment Due: 2025-12-18","Smartwatches sell well and customers love the AMOLED display. SpO2 and heart rate tracking are accurate. Flipkart Wholesale bulk pricing gives us healthy margins.",positive
INV-192,"Invoice No: INV-192 | Date: 2025-07-05 | From: TechNova Solutions Pvt Ltd | To: Roy Computer Service, Patna | Items: 5x CPU Cooler Tower @Rs.3000 | Subtotal: Rs.15000 | GST (18%): Rs.2700 | Total: Rs.17700 | Payment Due: 2025-08-05","Cooler fan bearings started making grinding noise within a month on 2 units. TechNova Solutions' cooling products are not reliable for the price. Expected better quality control.",negative
INV-193,"Invoice No: INV-193 | Date: 2026-03-12 | From: Freshworks Software | To: Nair Travel Agency, Trivandrum | Items: 4x Freshsales Travel CRM (Annual) @Rs.18000 | Subtotal: Rs.72000 | GST (18%): Rs.12960 | Total: Rs.84960 | Payment Due: 2026-04-12","Freshsales has helped us track travel inquiries and conversions efficiently. The pipeline view gives clear visibility into our sales funnel. Customization options are extensive and user-friendly.",positive
INV-194,"Invoice No: INV-194 | Date: 2025-10-10 | From: Infosys BPO Supplies | To: Saxena Corp, Agra | Items: 25x ID Card Holder @Rs.30, 25x Lanyard @Rs.20 | Subtotal: Rs.1250 | GST (18%): Rs.225 | Total: Rs.1475 | Payment Due: 2025-11-10","ID card holders and lanyards are basic quality. Functional for corporate use. Standard bulk order.",neutral
INV-195,"Invoice No: INV-195 | Date: 2025-08-28 | From: CloudMinds India Pvt Ltd | To: Desai Web Dev, Ahmedabad | Items: 1x CI/CD Pipeline Setup @Rs.100000 | Subtotal: Rs.100000 | GST (18%): Rs.18000 | Total: Rs.118000 | Payment Due: 2025-09-28","CloudMinds India set up our CI/CD pipeline but the configuration was poorly documented. When their engineer left, nobody could maintain it. Rs.1 lakh for a black-box setup is not acceptable.",negative
INV-196,"Invoice No: INV-196 | Date: 2026-01-28 | From: Tata Consultancy Peripherals | To: Bhonsle IT, Pune | Items: 8x Logitech Rally Speakerphone @Rs.22000 | Subtotal: Rs.176000 | GST (18%): Rs.31680 | Total: Rs.207680 | Payment Due: 2026-02-28","Logitech Rally speakerphones deliver conference-room quality audio. Voice pickup is excellent even from the far end of the table. Tata Consultancy Peripherals gave us priority delivery for our boardroom refresh.",positive
INV-197,"Invoice No: INV-197 | Date: 2025-12-02 | From: DataServe Technologies | To: Ahuja Networking, Delhi | Items: 3x Managed Switch 48-port PoE @Rs.45000 | Subtotal: Rs.135000 | GST (18%): Rs.24300 | Total: Rs.159300 | Payment Due: 2026-01-02","Managed switches are feature-rich. VLAN configuration and QoS settings are accessible through the web interface. DataServe Technologies pre-configured them per our specifications.",neutral
INV-198,"Invoice No: INV-198 | Date: 2025-06-15 | From: Bharat Electronics Ltd | To: Chand Electronics, Ranchi | Items: 4x PA System Speaker @Rs.15000 | Subtotal: Rs.60000 | GST (18%): Rs.10800 | Total: Rs.70800 | Payment Due: 2025-07-15","PA speakers produce distortion at high volumes. For a public address system, this is a dealbreaker. Bharat Electronics should test audio quality at all volume levels before shipping.",negative
INV-199,"Invoice No: INV-199 | Date: 2026-02-25 | From: Wipro Peripherals | To: Kapoor Digital Mall, Jalandhar | Items: 5x Laptop Docking Station Thunderbolt @Rs.12000 | Subtotal: Rs.60000 | GST (18%): Rs.10800 | Total: Rs.70800 | Payment Due: 2026-03-25","Thunderbolt docking stations work flawlessly with both Windows and Mac. Dual 4K output is smooth with no flickering. Wipro Peripherals hit a home run with these docks.",positive
INV-200,"Invoice No: INV-200 | Date: 2025-09-30 | From: Reliance Digital Wholesale | To: Ahluwalia Tech House, Chandigarh | Items: 2x Sony 65-inch BRAVIA TV @Rs.95000 | Subtotal: Rs.190000 | GST (18%): Rs.34200 | Total: Rs.224200 | Payment Due: 2025-10-30","Sony BRAVIA TVs have exceptional picture quality and the Android TV interface is smooth. Reliance Digital Wholesale delivered with premium handling. Already had two customers asking where we got them.",positive
